seqname,tax_id,species_name
S000925510,948756,Paenibacillus macquariensis
S000925513,470446,Sphingobacterium kitahiroshimense
S000925663,436231,Terrabacter lapilli
S000925664,440482,Promicromonospora kroppenstedtii
S000925665,430676,Allochromatium phaeobacterium
S000925699,466153,Singulisphaera acidiphila
S000925722,467997,Weissella ghanensis
S000925724,1121721,Jongsikchunia kroppenstedtii
S000925778,470076,Mycobacterium stomatepiae
S000926235,410764,Rhizobium multihospitium
S000926238,427351,Helicobacter baculiformis
S000926418,469799,Nesterenkonia flava
S000926440,28901,Salmonella enterica
S000926444,28901,Salmonella enterica
S000926445,28901,Salmonella enterica
S000926448,28901,Salmonella enterica
S000926609,468911,Liquorilactobacillus hordei
S000926895,463301,Halomonas korlensis
S000927105,463825,Sphingobium qiguonii
S000927119,464322,Veillonella magna
S000927276,468058,Mucilaginibacter oryzae
S000927278,468056,Flavobacterium fluvii
S000927280,1122943,Daejeonella oryzae
S000927287,467180,Chromobacterium aquaticum
S000927654,469656,Thioalkalibacter halophilus
S000927687,470565,Prevotella histicola
S000927771,470866,Salinimicrobium terrae
S000927861,470864,Gracilibacillus halophilus
S000927872,470826,Psychroflexus sediminis
S000927885,470815,Paraliobacillus quinghaiensis
S000941547,396504,Ruminiclostridium sufflavum
S000941573,431273,Levilactobacillus senmaizukei
S000941609,436515,Variovorax boronicumulans
S000941610,436516,Lysinibacillus parviboronicapiens
S000941620,471799,Symbiobacterium ostreiconchae
S000941812,476270,Pediococcus acidilactici
S000941821,1454,Bacillus azotoformans
S000941844,419476,Nocardioides marinisabuli
S000941845,419477,Nocardia speluncae
S000941846,419479,Jiangella alkaliphila
S000941857,459515,Nakamurella lactea
S000941899,474949,Granulicella aggregans
S000941900,474950,Granulicella pectinivorans
S000941901,474951,Granulicella paludicola
S000941903,474953,Telmatobacter bradus
S000941942,475957,Leifsonia kafniensis
S000942009,478010,Microterricola pindariensis
S000942113,150025,Leifsonia naganoensis
S000942115,150026,Leifsonia shinshuensis
S000942288,420403,Pelagicola litoralis
S000942308,448181,Rhizobium selenitireducens
S000942310,456330,Caldanaerobius fijiensis
S000942420,443612,Flavobacterium resistens
S000942582,474957,Paenibacillus castaneae
S000942603,686666,Bombiscardovia coagulans
S000942683,574560,Photorhabdus cinerea
S000942692,471514,Alicyclobacillus ferrooxydans
S000942753,472181,Pseudomonas sabulinigri
S000942756,472166,Brevundimonas basaltis
S000942761,472186,Vibrio areninigrae
S000942762,472183,Shewanella basaltis
S000942776,472963,Anaerobacillus alkalidiazotrophicus
S000942777,472978,Natronobacillus azotifigens
S000942787,474394,Vibrio mangrovi
S000943039,475088,Methanosphaerula palustris
S000943040,475082,Muricauda lutimaris
S000943041,475083,Roseovarius aestuarii
S000943042,475081,Jannaschia seohaensis
S000943177,474960,Hydrogenoanaerobacterium saccharovorans
S000943201,475299,Algoriphagus aquaeductus
S000943226,485258,Marinobacter szutsaonensis
S000943350,475067,Mesorhizobium alhagi
S000943353,475069,Mesorhizobium camelthorni
S000943595,659425,Thermoclostridium caenicola
S000964144,415218,Marihabitans asiaticum
S000964146,415214,Microbacterium awajiense
S000964147,415215,Microbacterium fluvii
S000964148,415216,Microbacterium flavum
S000964149,415217,Microbacterium lacus
S000964155,417373,Limosilactobacillus equigenerosi
S000964168,438752,Lewinella lutea
S000964169,438751,Lewinella marina
S000964212,441103,Tropicibacter naphthalenivorans
S000964221,441112,Tropicimonas isoalkanivorans
S000964228,441119,Tranquillimonas alkanivorans
S000964244,444053,Tanticharoenia sakaeratensis
S000964253,444918,Psychromonas japonica
S000964254,444919,Psychromonas aquimarina
S000964255,444920,Psychromonas macrocephali
S000964257,444922,Psychromonas ossibalaenae
S000964258,445930,Trueperella abortisuis
S000964265,446660,Adlercreutzia equolifaciens
S000964284,453573,Actinomadura bangladeshensis
S000964285,454156,Actinomadura chokoriensis
S000964289,470028,Devosia yakushimensis
S000964301,477675,Cohnella fontinalis
S000964306,477666,Bacteroides graminisolvens
S000964320,480071,Virgibacillus siamensis
S000964342,481366,Limnobacter litoralis
S000964657,483896,Methanobacterium kanagiense
S000964666,488124,Methanofollis ethanolicus
S000964685,280871,Mycobacterium llatzerense
S000964711,478744,Lewinella agarilytica
S000964712,393267,Microterricola gilva
S000964730,397258,Nocardioides hwasunensis
S000964731,399497,Tessaracoccus flavescens
S000964732,399736,Agrococcus jejuensis
S000964733,402171,Lapillicoccus jejuensis
S000964786,425306,Mesorhizobium tamadayense
S000964788,425504,Pseudomonas guineae
S000964790,430679,Nitratireductor kimnyeongensis
S000964798,431058,Pelomonas aquatica
S000964802,431059,Pelomonas puraquae
S000964810,442525,Pararhodospirillum sulfurexigens
S000964811,444923,Rhodoplanes piscinae
S000964821,453581,Thiophaeococcus mangrovi
S000964822,453582,Rhodobacter aestuarii
S000964823,453584,Rhodovulum kholense
S000964840,456876,Streptococcus plurextorum
S000964849,460257,Aeromicrobium ponti
S000964850,471225,Alteromonas genovensis
S000964868,476529,Leisingera aquimarina
S000964896,478441,Halorubrum kocurii
S000965021,481446,Phaeobacter italicus
S000965024,482461,Sediminibacillus halophilus
S000965086,485577,Aquisalibacillus elongatus
S000965174,487732,Corynebacterium ulceribovis
S000965355,1465,Brevibacillus laterosporus
S000965357,1473,Virgibacillus pantothenticus
S000965358,1406,Paenibacillus polymyxa
S000965359,1476,Sporosarcina psychrophila
S000965368,345370,Desulfovibrio carbinoliphilus
S000965369,2421,Thermosipho africanus
S000965399,53336,Tatumella citrea
S000965406,401976,Pseudonocardia endophytica
S000965616,412383,Solibacillus isronensis
S000965618,412384,Bacillus aryabhattai
S000965619,430685,Actinomadura miaoliensis
S000965685,430914,Halorhabdus tiamatea
S000965788,421058,Chryseobacterium oranimense
S000965789,421072,Chryseobacterium halperniae
S000965795,427369,Streptomonospora halophila
S000965817,440515,Arenibacter echinorum
S000965850,462949,Novosphingobium indicum
S000965858,462710,Microbacterium binotii
S000965872,464995,Nocardiopsis quinghaiensis
S000965972,472557,Porphyromonas loveana
S000966068,479474,Paenibacillus konsidensis
S000966197,472175,Nitratireductor basaltis
S000966200,470868,Achromobacter marplatensis
S000966356,476279,Thiohalospira alkaliphila
S000966360,476551,Streptomyces ascomycinicus
S000966362,476550,Streptomyces aldersoniae
S000966363,476555,Streptomyces wellingtoniae
S000966365,476552,Streptomyces milbemycinicus
S000966412,484184,Paenibacillus taichungensis
S000966508,477641,Modestobacter marinus
S000966624,477689,Aliiglaciecola lipolytica
S000966625,477690,Lishizhenia tianjinensis
S000966627,1091037,Rheinheimera longhuensis
S000966896,479410,Streptomyces hypolithicus
S000966910,480996,Glycomyces endophyticus
S000966911,480997,Glycomyces scopariae
S000966912,481003,Streptomyces mayteni
S000966914,481002,Streptomyces artemisiae
S000966956,480284,Virgibacillus soli
S000966963,480813,Tatumella saanichensis
S000966975,480814,Halomonas ilicicola
S000967166,481520,Lysobacter ximonensis
S000967183,483014,Microbacterium insulae
S000967184,483016,Lutimonas saemankumensis
S000967187,459858,Mycobacterium noviomagense
S000967303,559625,Gordonia cholesterolivorans
S000967305,440514,Maribacter stanieri
S000967340,482827,Thermus arciformis
S000967342,482825,Meiothermus cateniformans
S000967420,483545,Thermobifida halotolerans
S000967511,483324,Maritalea mobilis
S000967537,501024,Rhizobium tibeticum
S000967567,484088,Rhizobium tubonense
S000968135,1837,Saccharopolyspora kobensis
S000968192,485590,Lysobacter pocheonensis
S000968245,486698,Mycobacterium riyadhense
S000968878,376620,Gluconobacter japonicus
S000968881,442969,Ameyamaea chiangmaiensis
S000968913,481181,Seohaeicola saemankumensis
S000968914,481183,Tamlana agarivorans
S000978750,288426,Paracoccus marinus
S000978792,418853,Sneathiella glossodoripedis
S000978835,452627,Amphritea japonica
S000978837,452629,Amphritea balenae
S000978970,348151,Furfurilactobacillus siliginis
S000978982,490092,Haloferula harenae
S000978984,490094,Haloferula phyci
S000978985,490095,Haloferula helveola
S000978986,490096,Haloferula sargassicola
S000979014,269672,Sporolactobacillus kofuensis
S000979019,492735,Sporolactobacillus putidus
S000979020,61013,Rhizobium yanglingense
S000979022,158890,Rhizobium loessense
S000979118,419005,Prevotella amnii
S000979120,461391,Magnetospirillum chandramohanii
S000979141,483013,Epibacterium scottomollicae
S000979199,488438,Azospirillum picis
S000979207,489915,Corynebacterium sputi
S000979323,494023,Paeniglutamicibacter antarcticus
S000979324,494024,Leifsonia antarctica
S000979427,303240,Liquorilactobacillus uvarum
S000979521,1404,Bacillus megaterium
S000979542,363952,Comamonas thiooxydans
S000979615,419257,Yersinia massiliensis
S000979636,419481,Desulfoluna spongiiphila
S000979689,372484,Sanguibacter antarcticus
S000979715,431554,Spirosoma spitsbergense
S000979716,431553,Spirosoma luteum
S000979761,475376,Francisella opportunistica
S000979829,479117,Brevibacterium ravenspurgense
S000979841,479106,Haematomicrobium sanguinis
S000979969,480520,Myroides profundi
S000979972,487049,Paraburkholderia rhynchosiae
S000979973,489910,Nosocomiicoccus ampullae
S000980064,488547,Jhaorihella thermophila
S000980065,488549,Lutaonella thermophila
S000980067,1121000,Andreprevotia lacus
S000980068,488212,Vogesella lacus
S000980084,488454,Gemmobacter nanjingensis
S000980087,487317,Aequorivita capsosiphonis
S000980088,487319,Shewanella marina
S000980089,487316,Acinetobacter soli
S000980095,487320,Maritimimonas rapanae
S000980151,488533,Marinobacter mobilis
S000980152,488535,Marinobacter zhejiangensis
S000980202,488485,Luteimonas marina
S000980204,488939,Desulfonatronospira thiodismutans
S000980206,488938,Desulfonatronospira delicata
S000980424,489142,Citricoccus zhacaiensis
S000980472,638849,Pyramidobacter piscolens
S000980523,490186,Algoriphagus aquatilis
S000980524,490188,Hydrocarboniphaga daqingensis
S000980525,490185,Gemmobacter aquaticus
S000980526,490189,Flavobacterium caeni
S000980546,489916,Rhodococcus cercidiphylli
S000980547,489758,Hymenobacter deserti
S000980722,490570,Pedococcus ginsenosidimutans
S000980723,490573,Solirubrobacter ginsenosidimutans
S000980724,490571,Rhodanobacter ginsenosidimutans
S000980725,490575,Terrabacter ginsenosidimutans
S000980727,490572,Rhodanobacter panaciterrae
S000980845,490829,Lutimaribacter saemankumensis
S000980847,490979,Rubellimicrobium aerolatum
S000980885,491388,Litoreibacter arenae
S000981170,491921,Megamonas rupellensis
S000981180,491923,Parvularcula lutaonensis
S000981181,491918,Leucobacter chironomi
S000981182,491919,Brachymonas chironomi
S000981307,492736,Dyadobacter alkalitolerans
S000981418,493780,Sphingobacterium anhuiense
S000981419,493781,Falsibacillus pallidus
S000981447,1128911,Paraglaciecola arctica
S000981591,494016,Microbulbifer donghaiensis
S000981596,493461,Methanobacterium movens
S000981736,52131,Rhizobium hainanense
S000994686,413306,Saccharothrix violaceirubra
S000994690,732242,Phocaeicola paurosaccharolyticus
S000994694,1120994,Anaerosphaera aminiphila
S000994709,437897,Megamonas funiformis
S000994710,437898,Sutterella parvirubra
S000994714,449662,Silvimonas iriomotensis
S000994715,449663,Silvimonas amylolytica
S000994720,481353,Oceanobacillus kapialis
S000994721,487172,Planotetraspora thailandica
S000994777,499548,Kineosporia babensis
S000994794,499555,Dietzia timorensis
S000994803,424902,Thiohalocapsa marina
S000994804,442528,Scopulibacillus darangshiensis
S000994821,470453,Moraxella pluranimalium
S000994822,483011,Lactiplantibacillus fabifermentans
S000994823,483012,Liquorilactobacillus cacaonum
S000994828,201,Campylobacter lari
S000994829,488546,Campylobacter peloridis
S000994855,498292,Flavobacterium swingsii
S000994865,498301,Flavobacterium rivuli
S000994870,426226,Flavobacterium subsaxonicum
S000994905,498367,Streptomyces specialis
S000994906,498371,Nautilia abyssi
S000995019,500615,Desmospora activa
S000995022,519440,Deinococcus aquatilis
S000995060,29573,Halomonas halophila
S000995062,504092,Kushneria aurantia
S000995259,418223,Methylobacterium phyllosphaerae
S000995260,431269,Mycobacterium setense
S000995267,104628,Helicobacter suis
S000995272,521520,Paenibacillus urinalis
S000995273,441151,Paenibacillus provencensis
S000995274,441500,Corynebacterium timonense
S000995275,441501,Corynebacterium massiliense
S000995279,1121084,Bacillus acidiproducens
S000995321,444091,Caldimicrobium rimae
S000995322,463192,Desulfovibrio tunisiensis
S000995323,465721,Steroidobacter denitrificans
S000995324,447567,Halomonas andesensis
S000995342,1218315,Brucella inopinata
S000995476,490629,Amycolatopsis marina
S000995572,493376,Chryseobacterium palustre
S000995672,496831,Thermovorax subterraneus
S000995673,496857,Sinomonas flava
S000995680,496058,Spirosoma panaciterrae
S000995682,496053,Hymenobacter daecheongensis
S000995863,1122252,Marinospirillum celere
S000995866,498198,Dietzia kunjamensis
S000995867,498199,Dietzia cercidiphylli
S000995879,498055,Arenimonas oryziterrae
S000995881,498057,Lysobacter oryzae
S000996000,497967,Hymenobacter tibetensis
S000996006,497735,Brevibacillus panacihumi
S000996019,500153,Streptomyces avicenniae
S000996022,500162,Marinobacterium maritimum
S000996033,499528,Mesorhizobium silamurunense
S000996137,500465,Deferribacter autotrophicus
S000996149,479936,Commensalibacter intestini
S000996242,501496,Porphyromonas bennonis
S000996336,502259,Flectobacillus roseus
S000996340,502181,Actinophytocola oryzae
S000996412,502331,Mucilaginibacter panaciglaebae
S000996414,502333,Ramlibacter ginsenosidimutans
S000996422,502365,Pseudidiomarina tainanensis
S000996423,502366,Pseudidiomarina marina
S000996434,502394,Deinococcus gobiensis
S000996514,501497,Thermodesulfatator atlanticus
S001014065,404366,Microbacterium hatanonis
S001014066,407973,Kitasatospora saccharophila
S001014067,407974,Kitasatospora kazusensis
S001014073,437900,Pseudomonas marincola
S001014074,460870,Companilactobacillus nodensis
S001014079,466084,Limibacter armeniacum
S001014081,467091,Ilumatobacter fluminis
S001014083,467093,Ilumatobacter nonamiensis
S001014084,467094,Ilumatobacter coccineus
S001014085,467976,Iamia majanohamensis
S001014099,493381,Psychromonas agarivorans
S001014161,293386,Bacillus stratosphericus
S001014164,432296,Blastochloris gulmargensis
S001014198,469547,Aquamicrobium segne
S001014202,469551,Aquamicrobium ahrensii
S001014241,492774,Rhizobium alamii
S001014242,501482,Agrococcus versicolor
S001014243,501483,Leucobacter tardus
S001014354,394964,Corynebacterium hansenii
S001014357,436510,Desulfovibrio marrakechensis
S001014586,442341,Halomonas xianhensis
S001014591,1117645,Elizabethkingia anophelis
S001014726,460384,Enterocloster lavalensis
S001014825,483547,Geoalkalibacter subterraneus
S001014835,56,Sorangium cellulosum
S001015097,511487,Brevibacillus fluminis
S001015150,499207,Syntrophaceticus schinkii
S001015343,505353,Roseovarius halotolerans
S001015660,502051,Bowmanella pacifica
S001015661,504901,Allochromatium humboldtianum
S001015665,505254,Streptomonospora amylolytica
S001015667,505256,Streptomonospora flavalba
S001015727,209897,Afifella pfennigii
S001016024,507844,Murdochiella asaccharolytica
S001016069,506594,Brevibacterium pityocampae
S001016081,508464,Nocardia mikamii
S001016089,508451,Lactobacillus taiwanensis
S001016157,508770,Sciscionella marina
S001016189,505251,Marivita litorea
S001016190,505252,Marivita cryptomonadis
S001016192,505250,Maribacter antarcticus
S001016210,505389,Mesorhizobium sangaii
S001016230,510515,Comamonas guangdongensis
S001016232,510955,Chryseobacterium solincola
S001016293,511108,Ottowia pentelensis
S001016323,507750,Peptoniphilus duerdenii
S001016324,507751,Peptoniphilus koenoeneniae
S001016326,511811,Streptomyces plumbiresistens
S001019470,447199,Virgibacillus salarius
S001019488,485447,Thalassomonas actiniarum
S001019489,485448,Thalassomonas haliotis
S001019497,504468,Rhodovastum atsumiense
S001019509,500610,Dyella marensis
S001019511,504937,Haloterrigena salina
S001019565,1066,Rhodocyclus tenuis
S001019568,28066,Rhodoferax fermentans
S001019571,315358,Spiroplasma eriocheiris
S001020002,503361,Flavobacterium sasangense
S001020015,502683,Tenacibaculum crassostreae
